Neuron_0_of_Layer_0 Neuron_1_of_Layer_0 Neuron_0_of_Layer_1
1,030590 -0,003363 0,008845
0,467895 0,356741 0,067318
0,514878 0,417223 0,024768
-0,008184 0,771445 0,034165
0,552619 0,461797 -0,000107
1,255553 -0,003431 0,007229
0,565415 0,475166 -0,000220
-0,000875 -0,000001 0,985882
1,274927 -0,003532 0,001645
1,277179 -0,003542 0,000962
-0,000804 -0,000001 0,996832
0,572464 0,482476 -0,000283
-0,007862 0,838227 0,000373
1,280100 -0,003557 0,000143
-0,000787 -0,000000 0,999588
-0,007860 0,838785 0,000095
-0,007859 0,838858 0,000048
-0,000785 -0,000000 0,999910
1,280510 -0,003558 0,000012
-0,007859 0,838932 0,000012
1,280532 -0,003558 0,000005
-0,000784 -0,000000 0,999988
-0,000784 -0,000000 0,999993
1,280541 -0,003558 0,000002
1,280542 -0,003558 0,000002
0,573067 0,483100 -0,000288
1,280543 -0,003559 0,000002
1,280543 -0,003559 0,000002
0,573064 0,483096 -0,000288
1,280543 -0,003559 0,000001
1,280543 -0,003559 0,000001
1,280543 -0,003559 0,000001
0,573060 0,483089 -0,000288
-0,000784 0,000000 1,000000
-0,000784 0,000000 1,000000
-0,007859 0,838954 0,000001
1,280543 -0,003559 0,000001
1,280542 -0,003559 0,000001
0,573053 0,483079 -0,000288
0,573051 0,483077 -0,000288
1,280542 -0,003559 0,000001
0,573049 0,483074 -0,000287
-0,000784 0,000000 1,000000
0,573047 0,483071 -0,000287
-0,000784 0,000000 1,000000
-0,000784 0,000000 1,000000
1,280542 -0,003559 0,000001
1,280542 -0,003559 0,000001
-0,007859 0,838955 0,000002
1,280541 -0,003559 0,000001
-0,007859 0,838955 0,000001
-0,000784 0,000001 1,000000
0,573036 0,483056 -0,000287
1,280541 -0,003559 0,000001
-0,000784 0,000001 1,000000
1,280541 -0,003559 0,000001
0,573032 0,483049 -0,000287
1,280541 -0,003559 0,000001
0,573029 0,483046 -0,000287
-0,007859 0,838956 0,000002
1,280540 -0,003559 0,000001
1,280540 -0,003559 0,000001
-0,007859 0,838956 0,000002
0,573023 0,483037 -0,000287
0,573022 0,483036 -0,000287
0,573021 0,483034 -0,000287
0,573020 0,483033 -0,000287
1,280540 -0,003559 0,000001
0,573018 0,483029 -0,000287
-0,007859 0,838957 0,000002
-0,007859 0,838957 0,000002
-0,000784 0,000001 1,000000
-0,000784 0,000001 1,000000
1,280539 -0,003559 0,000001
0,573011 0,483019 -0,000287
-0,000784 0,000001 1,000000
-0,000784 0,000001 1,000000
-0,007859 0,838958 0,000002
-0,007859 0,838958 0,000002
-0,000784 0,000001 1,000000
-0,007859 0,838958 0,000002
-0,007860 0,838958 0,000001
-0,000784 0,000001 1,000000
1,280538 -0,003560 0,000001
-0,007860 0,838959 0,000001
-0,000784 0,000001 1,000000
0,572997 0,482999 -0,000286
-0,007860 0,838959 0,000002
-0,007860 0,838959 0,000002
-0,007860 0,838959 0,000002
0,572992 0,482993 -0,000286
0,572991 0,482991 -0,000286
-0,000784 0,000002 1,000000
-0,000784 0,000002 1,000000
-0,000784 0,000002 1,000000
-0,007860 0,838960 0,000002
1,280537 -0,003560 0,000001
1,280537 -0,003560 0,000001
-0,000784 0,000002 1,000000
-0,000784 0,000002 1,000000
-0,000784 0,000002 1,000000
-0,007860 0,838960 0,000001
1,280537 -0,003560 0,000001
1,280536 -0,003560 0,000001
1,280536 -0,003560 0,000001
-0,000784 0,000002 1,000000
0,572973 0,482966 -0,000286
-0,000784 0,000002 1,000000
-0,007860 0,838961 0,000001
0,572970 0,482961 -0,000286
-0,000784 0,000002 1,000000
-0,007860 0,838961 0,000002
-0,007860 0,838961 0,000001
1,280535 -0,003560 0,000001
-0,007860 0,838962 0,000002
-0,000784 0,000002 1,000000
1,280535 -0,003560 0,000001
0,572961 0,482948 -0,000285
0,572960 0,482946 -0,000285
0,572958 0,482945 -0,000285
-0,000784 0,000002 1,000000
-0,000784 0,000002 1,000000
-0,000784 0,000002 1,000000
1,280535 -0,003560 0,000001
-0,000784 0,000002 1,000000
-0,000784 0,000002 1,000000
0,572950 0,482933 -0,000285
1,280534 -0,003560 0,000001
-0,007860 0,838963 0,000002
1,280534 -0,003560 0,000001
0,572946 0,482927 -0,000285
-0,000784 0,000003 1,000000
-0,007860 0,838963 0,000001
1,280534 -0,003560 0,000001
-0,007860 0,838964 0,000002
-0,007860 0,838964 0,000001
1,280533 -0,003560 0,000001
-0,000784 0,000003 1,000000
-0,007860 0,838964 0,000001
-0,007860 0,838964 0,000002
1,280533 -0,003561 0,000001
0,572933 0,482908 -0,000285
0,572932 0,482907 -0,000285
0,572931 0,482905 -0,000285
1,280533 -0,003561 0,000001
-0,007860 0,838965 0,000001
-0,000784 0,000003 1,000000
-0,007860 0,838965 0,000001
-0,000784 0,000003 1,000000
1,280532 -0,003561 0,000001
-0,007860 0,838965 0,000001
1,280532 -0,003561 0,000001
-0,000784 0,000003 1,000000
-0,000784 0,000003 1,000000
1,280532 -0,003561 0,000001
1,280532 -0,003561 0,000001
0,572916 0,482884 -0,000284
-0,007860 0,838966 0,000002
-0,007860 0,838966 0,000002
0,572912 0,482879 -0,000284
1,280531 -0,003561 0,000001
1,280531 -0,003561 0,000001
-0,007860 0,838966 0,000001
1,280531 -0,003561 0,000001
1,280531 -0,003561 0,000001
1,280531 -0,003561 0,000001
-0,000784 0,000003 1,000000
0,572903 0,482866 -0,000284
0,572902 0,482864 -0,000284
-0,000784 0,000004 1,000000
-0,000784 0,000004 1,000000
0,572898 0,482859 -0,000284
1,280530 -0,003561 0,000001
0,572896 0,482856 -0,000284
-0,007861 0,838968 0,000001
1,280530 -0,003561 0,000001
-0,007861 0,838968 0,000002
1,280530 -0,003561 0,000001
0,572890 0,482848 -0,000284
-0,000784 0,000004 1,000000
-0,007861 0,838968 0,000002
-0,007861 0,838968 0,000001
-0,007861 0,838968 0,000002
0,572885 0,482839 -0,000283
-0,007861 0,838969 0,000002
0,572882 0,482836 -0,000283
-0,000784 0,000004 1,000000
-0,007861 0,838969 0,000002
1,280529 -0,003561 0,000001
-0,000784 0,000004 1,000000
-0,007861 0,838969 0,000002
-0,007861 0,838969 0,000001
-0,000784 0,000004 1,000000
-0,007861 0,838970 0,000001
0,572872 0,482821 -0,000283
-0,007861 0,838970 0,000002
1,280528 -0,003561 0,000001
-0,007861 0,838970 0,000002
1,280528 -0,003562 0,000001
-0,007861 0,838970 0,000002
-0,007861 0,838970 0,000002
1,280527 -0,003562 0,000001
1,280527 -0,003562 0,000001
0,572862 0,482807 -0,000283
-0,000784 0,000004 1,000000
1,280527 -0,003562 0,000001
0,572858 0,482802 -0,000283
0,572857 0,482800 -0,000283
0,572856 0,482798 -0,000283
1,280527 -0,003562 0,000001
-0,000784 0,000005 1,000000
1,280527 -0,003562 0,000001
1,280526 -0,003562 0,000001
-0,000784 0,000005 1,000000
0,572849 0,482789 -0,000282
-0,000784 0,000005 1,000000
-0,007861 0,838972 0,000001
-0,000784 0,000005 1,000000
1,280526 -0,003562 0,000001
-0,007861 0,838972 0,000002
-0,000784 0,000005 1,000000
0,572841 0,482777 -0,000282
0,572840 0,482776 -0,000282
-0,000784 0,000005 1,000000
1,280525 -0,003562 0,000001
1,280525 -0,003562 0,000001
0,572835 0,482769 -0,000282
1,280525 -0,003562 0,000001
1,280525 -0,003562 0,000001
-0,000784 0,000005 1,000000
-0,007861 0,838973 0,000002
-0,000784 0,000005 1,000000
0,572828 0,482759 -0,000282
-0,007861 0,838973 0,000001
-0,007861 0,838973 0,000002
-0,007861 0,838974 0,000002
-0,007861 0,838974 0,000001
1,280524 -0,003562 0,000001
0,572821 0,482749 -0,000282
0,572820 0,482748 -0,000282
-0,000784 0,000005 1,000000
1,280524 -0,003562 0,000001
0,572817 0,482743 -0,000282
0,572816 0,482741 -0,000282
-0,000784 0,000006 1,000000
-0,000784 0,000006 1,000000
1,280523 -0,003562 0,000001
-0,000784 0,000006 1,000000
-0,007861 0,838975 0,000002
-0,007861 0,838975 0,000002
1,280523 -0,003562 0,000001
-0,000784 0,000006 1,000000
1,280523 -0,003562 0,000001
-0,000784 0,000006 1,000000
1,280523 -0,003562 0,000001
-0,007861 0,838976 0,000002
-0,000784 0,000006 1,000000
0,572800 0,482718 -0,000281
-0,000784 0,000006 1,000000
-0,000784 0,000006 1,000000
0,572796 0,482714 -0,000281
1,280522 -0,003563 0,000001
0,572794 0,482710 -0,000281
-0,007862 0,838976 0,000001
0,572792 0,482707 -0,000281
1,280522 -0,003563 0,000001
-0,007862 0,838977 0,000001
0,572788 0,482702 -0,000281
0,572787 0,482701 -0,000281
0,572786 0,482699 -0,000281
-0,007862 0,838977 0,000001
-0,007862 0,838977 0,000001
0,572783 0,482694 -0,000281
1,280521 -0,003563 0,000001
-0,007862 0,838977 0,000002
1,280521 -0,003563 0,000001
-0,007862 0,838978 0,000002
1,280521 -0,003563 0,000001
-0,000784 0,000006 1,000000
-0,000784 0,000006 1,000000
-0,007862 0,838978 0,000001
0,572772 0,482679 -0,000281
0,572771 0,482678 -0,000281
-0,000784 0,000007 1,000000
0,572769 0,482675 -0,000280
1,280520 -0,003563 0,000001
1,280520 -0,003563 0,000001
-0,007862 0,838979 0,000001
-0,000784 0,000007 1,000000
-0,007862 0,838979 0,000002
0,572762 0,482665 -0,000280
0,572761 0,482663 -0,000280
-0,000784 0,000007 1,000000
1,280519 -0,003563 0,000001
-0,007862 0,838979 0,000002
1,280519 -0,003563 0,000001
-0,000784 0,000007 1,000000
1,280519 -0,003563 0,000001
-0,007862 0,838980 0,000001
-0,007862 0,838980 0,000001
0,572751 0,482649 -0,000280
1,280518 -0,003563 0,000001
1,280518 -0,003563 0,000001
-0,007862 0,838980 0,000001
1,280518 -0,003563 0,000001
-0,007862 0,838980 0,000002
-0,007862 0,838981 0,000001
1,280518 -0,003563 0,000001
-0,000784 0,000007 1,000000
-0,007862 0,838981 0,000002
-0,007862 0,838981 0,000002
-0,000784 0,000007 1,000000
0,572737 0,482629 -0,000280
-0,007862 0,838981 0,000002
1,280517 -0,003563 0,000001
0,572734 0,482624 -0,000280
1,280517 -0,003564 0,000001
-0,000784 0,000007 1,000000
-0,000784 0,000008 1,000000
1,280517 -0,003564 0,000001
0,572728 0,482616 -0,000279
0,572727 0,482615 -0,000279
-0,007862 0,838982 0,000001
-0,000784 0,000008 1,000000
1,280516 -0,003564 0,000001
0,572722 0,482608 -0,000279
0,572721 0,482607 -0,000279
0,572720 0,482605 -0,000279
1,280516 -0,003564 0,000001
-0,000784 0,000008 1,000000
-0,000784 0,000008 1,000000
0,572716 0,482598 -0,000279
-0,007862 0,838983 0,000002
-0,007862 0,838983 0,000002
1,280515 -0,003564 0,000001
1,280515 -0,003564 0,000001
0,572710 0,482590 -0,000279
1,280515 -0,003564 0,000001
-0,007862 0,838984 0,000002
1,280515 -0,003564 0,000001
1,280515 -0,003564 0,000001
-0,000784 0,000008 1,000000
-0,000784 0,000008 1,000000
-0,000784 0,000008 1,000000
0,572701 0,482577 -0,000279
0,572700 0,482576 -0,000279
-0,007863 0,838984 0,000002
1,280514 -0,003564 0,000001
-0,000784 0,000008 1,000000
1,280514 -0,003564 0,000001
-0,007863 0,838985 0,000001
-0,007863 0,838985 0,000002
0,572692 0,482565 -0,000279
-0,000784 0,000008 1,000000
1,280514 -0,003564 0,000001
0,572688 0,482560 -0,000278
0,572687 0,482558 -0,000278
0,572686 0,482556 -0,000278
0,572685 0,482555 -0,000278
0,572684 0,482553 -0,000278
-0,007863 0,838986 0,000001
0,572682 0,482550 -0,000278
-0,007863 0,838986 0,000001
1,280513 -0,003564 0,000001
-0,000784 0,000009 1,000000
-0,000784 0,000009 1,000000
-0,000784 0,000009 1,000000
1,280512 -0,003564 0,000001
0,572674 0,482539 -0,000278
-0,007863 0,838987 0,000001
1,280512 -0,003564 0,000001
-0,000784 0,000009 1,000000
0,572669 0,482532 -0,000278
1,280512 -0,003564 0,000001
-0,000784 0,000009 1,000000
1,280512 -0,003565 0,000001
1,280512 -0,003565 0,000001
-0,007863 0,838987 0,000001
1,280511 -0,003565 0,000001
-0,007863 0,838988 0,000001
-0,007863 0,838988 0,000002
1,280511 -0,003565 0,000001
0,572658 0,482516 -0,000278
1,280511 -0,003565 0,000001
-0,007863 0,838988 0,000001
1,280511 -0,003565 0,000001
-0,007863 0,838988 0,000002
1,280511 -0,003565 0,000001
-0,000784 0,000009 1,000000
0,572650 0,482505 -0,000277
-0,007863 0,838989 0,000001
-0,000784 0,000009 1,000000
-0,000784 0,000009 1,000000
1,280510 -0,003565 0,000001
-0,007863 0,838989 0,000001
1,280510 -0,003565 0,000001
-0,007863 0,838989 0,000001
0,572641 0,482492 -0,000277
1,280510 -0,003565 0,000001
-0,000784 0,000010 1,000000
-0,000784 0,000010 1,000000
1,280509 -0,003565 0,000001
-0,000784 0,000010 1,000000
0,572634 0,482482 -0,000277
-0,007863 0,838990 0,000002
0,572632 0,482479 -0,000277
-0,000784 0,000010 1,000000
-0,000784 0,000010 1,000000
1,280509 -0,003565 0,000001
-0,000784 0,000010 1,000000
-0,000784 0,000010 1,000000
0,572625 0,482470 -0,000277
-0,000784 0,000010 1,000000
1,280508 -0,003565 0,000001
-0,000784 0,000010 1,000000
-0,007863 0,838991 0,000002
-0,007863 0,838991 0,000001
1,280508 -0,003565 0,000001
-0,007863 0,838991 0,000001
0,572616 0,482457 -0,000277
1,280508 -0,003565 0,000001
-0,000784 0,000010 1,000000
0,572613 0,482452 -0,000277
0,572612 0,482450 -0,000277
0,572611 0,482449 -0,000276
0,572610 0,482447 -0,000276
-0,007863 0,838992 0,000002
-0,007863 0,838992 0,000002
-0,007863 0,838992 0,000001
-0,000784 0,000010 1,000000
